401.8	147.4	11.4	7	54.1
362.6	164.9	11.6	7	55.9
323.7	183.8	10.3	7	49.8
379.5	153.9	15.9	7	47.1
362.6	164.9	11.6	7	55.9
286.3	144.7	11.2	7	38
362.6	164.9	11.6	7	55.9
439	186	11.1	7	56.1
389.9	145.9	22	7	59.09
362.6	164.9	11.6	7	22.9
337.9	174.9	9.5	7	35.1
374	170.1	10.1	28	61.09
313.3	175.5	8.6	28	59.8
425	153.5	16.5	28	60.29
425	151.4	18.6	28	61.8
375	126.6	23.4	28	56.7
475	181.1	8.9	28	68.3
469	137.8	32.2	28	66.9
425	153.5	16.5	28	60.29
388.6	157.9	12.1	28	50.7
531.3	141.8	28.2	28	56.4
425	153.5	16.5	28	60.29
318.8	155.7	14.3	28	55.5
401.8	147.4	11.4	28	68.5
362.6	164.9	11.6	28	71.3
323.7	183.8	10.3	28	74.7
379.5	153.9	15.9	28	52.2
362.6	164.9	11.6	28	71.3
286.3	144.7	11.2	28	67.7
362.6	164.9	11.6	28	71.3
439	186	11.1	28	66
389.9	145.9	22	28	74.5
362.6	164.9	11.6	28	71.3
337.9	174.9	9.5	28	49.9
374	170.1	10.1	56	63.4
313.3	175.5	8.6	56	64.9
425	153.5	16.5	56	64.3
425	151.4	18.6	56	64.9
375	126.6	23.4	56	60.2
475	181.1	8.9	56	72.3
469	137.8	32.2	56	69.3
425	153.5	16.5	56	64.3
388.6	157.9	12.1	56	55.2
531.3	141.8	28.2	56	58.8
425	153.5	16.5	56	64.3
318.8	155.7	14.3	56	66.1
401.8	147.4	11.4	56	73.7
362.6	164.9	11.6	56	77.3
323.7	183.8	10.3	56	80.2
379.5	153.9	15.9	56	54.9
362.6	164.9	11.6	56	77.3
286.3	144.7	11.2	56	72.99
362.6	164.9	11.6	56	77.3
439	186	11.1	56	71.7
389.9	145.9	22	56	79.4
362.6	164.9	11.6	56	77.3
337.9	174.9	9.5	56	59.89
374	170.1	10.1	91	64.9
313.3	175.5	8.6	91	66.6
425	153.5	16.5	91	65.2
425	151.4	18.6	91	66.7
375	126.6	23.4	91	62.5
475	181.1	8.9	91	74.19
469	137.8	32.2	91	70.7
425	153.5	16.5	91	65.2
388.6	157.9	12.1	91	57.6
531.3	141.8	28.2	91	59.2
425	153.5	16.5	91	65.2
318.8	155.7	14.3	91	68.1
401.8	147.4	11.4	91	75.5
362.6	164.9	11.6	91	79.3
379.5	153.9	15.9	91	56.5
362.6	164.9	11.6	91	79.3
286.3	144.7	11.2	91	76.8
362.6	164.9	11.6	91	79.3
439	186	11.1	91	73.3
389.9	145.9	22	91	82.6
362.6	164.9	11.6	91	79.3
337.9	174.9	9.5	91	67.8
222.4	189.3	4.5	3	11.58
222.4	189.3	4.5	14	24.45
222.4	189.3	4.5	28	24.89
222.4	189.3	4.5	56	29.45
222.4	189.3	4.5	100	40.71
233.8	197.9	4.6	3	10.38
233.8	197.9	4.6	14	22.14
233.8	197.9	4.6	28	22.84
233.8	197.9	4.6	56	27.66
233.8	197.9	4.6	100	34.56
194.7	165.6	7.5	3	12.45
194.7	165.6	7.5	14	24.99
194.7	165.6	7.5	28	25.72
194.7	165.6	7.5	56	33.96
194.7	165.6	7.5	100	37.34
190.7	162.1	7.8	3	15.04
190.7	162.1	7.8	14	21.06
190.7	162.1	7.8	28	26.4
190.7	162.1	7.8	56	35.34
190.7	162.1	7.8	100	40.57
212.1	180.3	5.7	3	12.47
212.1	180.3	5.7	14	20.92
212.1	180.3	5.7	28	24.9
212.1	180.3	5.7	56	34.2
212.1	180.3	5.7	100	39.61
230	195.5	4.6	3	10.03
230	195.5	4.6	14	20.08
230	195.5	4.6	28	24.48
230	195.5	4.6	56	31.54
230	195.5	4.6	100	35.34
190.3	161.9	9.9	3	9.45
190.3	161.9	9.9	14	22.72
190.3	161.9	9.9	28	28.47
190.3	161.9	9.9	56	38.56
190.3	161.9	9.9	100	40.39
166.1	176.5	4.5	3	10.76
166.1	176.5	4.5	14	25.48
166.1	176.5	4.5	28	21.54
166.1	176.5	4.5	56	28.63
166.1	176.5	4.5	100	33.54
168	121.8	5.7	3	7.75
168	121.8	5.7	14	17.82
168	121.8	5.7	28	24.24
168	121.8	5.7	56	32.85
168	121.8	5.7	100	39.23
213.7	181.7	6.9	3	18
213.7	181.7	6.9	14	30.39
213.7	181.7	6.9	28	45.71
213.7	181.7	6.9	56	50.77
213.7	181.7	6.9	100	53.9
213.8	181.7	6.7	3	13.18
213.8	181.7	6.7	14	17.84
213.8	181.7	6.7	28	40.23
213.8	181.7	6.7	56	47.13
213.8	181.7	6.7	100	49.97
229.7	195.2	6.1	3	13.36
229.7	195.2	6.1	14	22.32
229.7	195.2	6.1	28	24.54
229.7	195.2	6.1	56	31.35
229.7	195.2	6.1	100	40.86
238.1	186.7	7	3	19.93
238.1	186.7	7	14	25.69
238.1	186.7	7	28	30.23
238.1	186.7	7	56	39.59
238.1	186.7	7	100	44.3
250	187.4	5.5	3	13.82
250	187.4	5.5	14	24.92
250	187.4	5.5	28	29.22
250	187.4	5.5	56	38.33
250	187.4	5.5	100	42.35
212.5	159.3	8.7	3	13.54
212.5	159.3	8.7	14	26.31
212.5	159.3	8.7	28	31.64
212.5	159.3	8.7	56	42.55
212.5	159.3	8.7	100	42.92
212.6	159.4	10.4	3	13.33
212.6	159.4	10.4	14	25.37
212.6	159.4	10.4	28	37.4
212.6	159.4	10.4	56	44.4
212.6	159.4	10.4	100	47.74
212	159	7.8	3	19.52
212	159	7.8	14	31.35
212	159	7.8	28	38.5
212	159	7.8	56	45.08
212	159	7.8	100	47.82
231.8	174	6.7	3	15.44
231.8	174	6.7	14	26.77
231.8	174	6.7	28	33.73
231.8	174	6.7	56	42.7
231.8	174	6.7	100	45.84
251.4	188.5	5.8	3	17.22
251.4	188.5	5.8	14	29.93
251.4	188.5	5.8	28	29.65
251.4	188.5	5.8	56	36.97
251.4	188.5	5.8	100	43.58
251.4	188.5	6.4	3	13.12
251.4	188.5	6.4	14	24.43
251.4	188.5	6.4	28	32.66
251.4	188.5	6.4	56	36.64
251.4	188.5	6.4	100	44.21
181.4	169.6	7.6	3	13.62
181.4	169.6	7.6	14	21.6
181.4	169.6	7.6	28	27.77
181.4	169.6	7.6	56	35.57
181.4	169.6	7.6	100	45.37
182	170.2	8.2	3	7.32
182	170.2	8.2	14	21.5
182	170.2	8.2	28	31.27
182	170.2	8.2	56	43.5
182	170.2	8.2	100	48.67
168.9	158.3	10.8	3	7.4
168.9	158.3	10.8	14	23.51
168.9	158.3	10.8	28	31.12
168.9	158.3	10.8	56	39.15
168.9	158.3	10.8	100	48.15
290.4	168.1	9.4	3	22.5
290.4	168.1	9.4	14	34.67
290.4	168.1	9.4	28	34.74
290.4	168.1	9.4	56	45.08
290.4	168.1	9.4	100	48.97
277.1	160.6	11.8	3	23.14
277.1	160.6	11.8	14	41.89
277.1	160.6	11.8	28	48.28
277.1	160.6	11.8	56	51.04
277.1	160.6	11.8	100	55.64
295.7	171.5	8.9	3	22.95
295.7	171.5	8.9	14	35.23
295.7	171.5	8.9	28	39.94
295.7	171.5	8.9	56	48.72
295.7	171.5	8.9	100	52.04
251.8	146.1	12.4	3	21.02
251.8	146.1	12.4	14	33.36
251.8	146.1	12.4	28	33.94
251.8	146.1	12.4	56	44.14
251.8	146.1	12.4	100	45.37
249.1	158.1	12.8	3	15.36
249.1	158.1	12.8	14	28.68
249.1	158.1	12.8	28	30.85
249.1	158.1	12.8	56	42.03
249.1	158.1	12.8	100	51.06
252.3	146.3	14.2	3	21.78
252.3	146.3	14.2	14	42.29
252.3	146.3	14.2	28	50.6
252.3	146.3	14.2	56	55.83
252.3	146.3	14.2	100	60.95
246.8	143.3	12	3	23.52
246.8	143.3	12	14	42.22
246.8	143.3	12	28	52.5
246.8	143.3	12	56	60.32
246.8	143.3	12	100	66.42
275.1	159.5	9.9	3	23.8
275.1	159.5	9.9	14	38.77
275.1	159.5	9.9	28	51.33
275.1	159.5	9.9	56	56.85
275.1	159.5	9.9	100	58.61
297.2	174.8	9.5	3	21.91
297.2	174.8	9.5	14	36.99
297.2	174.8	9.5	28	47.4
297.2	174.8	9.5	56	51.96
297.2	174.8	9.5	100	56.74
213.7	154.8	10.2	3	17.57
213.7	154.8	10.2	14	33.73
213.7	154.8	10.2	28	40.15
213.7	154.8	10.2	56	46.64
213.7	154.8	10.2	100	50.08
213.5	154.6	11.7	3	17.37
213.5	154.6	11.7	14	33.7
213.5	154.6	11.7	28	45.94
213.5	154.6	11.7	56	51.43
213.5	154.6	11.7	100	59.3
277.2	160.7	11.2	3	30.45
277.2	160.7	11.2	14	47.71
277.2	160.7	11.2	28	63.14
277.2	160.7	11.2	56	66.82
277.2	160.7	11.2	100	66.95
218.2	140.8	11.9	3	27.42
218.2	140.8	11.9	14	35.96
218.2	140.8	11.9	28	55.51
218.2	140.8	11.9	56	61.99
218.2	140.8	11.9	100	63.53
214.9	155.6	9.6	3	18.02
214.9	155.6	9.6	14	38.6
214.9	155.6	9.6	28	52.2
214.9	155.6	9.6	56	53.96
214.9	155.6	9.6	100	56.63
218.9	158.5	11.3	3	15.34
218.9	158.5	11.3	14	26.05
218.9	158.5	11.3	28	30.22
218.9	158.5	11.3	56	37.27
218.9	158.5	11.3	100	46.23
376	214.6	0	3	16.28
376	214.6	0	14	25.62
376	214.6	0	28	31.97
376	214.6	0	56	36.3
376	214.6	0	100	43.06
500	140	4	28	67.57
475	142	1.9	28	57.23
315	145	5.9	28	81.75
505	195	0	28	64.02
451	165	11.3	28	78.8
516	162	8.2	28	41.37
520	170	5.2	28	60.28
528	185	6.9	28	56.83
520	175	5.2	28	51.02
385	158	20	28	55.55
500.1	200	3	28	44.13
450.1	200	3	28	39.38
397	167	20.8	28	55.65
333	167	17.9	28	47.28
334	189	15.3	28	44.33
405	175	0	28	52.3
200	190	0	28	49.25
516	162	8.3	28	41.37
145	184	5.7	28	29.16
160	182	6.4	28	39.4
234	189	5.9	28	39.3
250	159	9.5	28	67.87
475	162	9.5	28	58.52
285	163	7.6	28	53.58
356	160	9	28	59
275	162	10.4	28	76.24
500	151	9	28	69.84
165	163.8	0	3	14.4
165	175.1	8.1	3	19.42
178	179.9	3.6	3	20.73
167.4	175.5	7.8	3	14.94
172.4	156.8	4.1	3	21.29
173.5	164.8	6.5	3	23.08
167	164	7.9	3	15.52
173.8	172.3	9.7	3	15.82
190.3	166.6	9.9	3	12.55
250	191.8	5.3	3	8.49
213.5	159.2	11.7	3	15.61
194.7	170.2	7.5	3	12.18
251.4	192.9	5.8	3	11.98
165	163.8	0	14	16.88
165	175.1	8.1	14	33.09
178	179.9	3.6	14	34.24
167.4	175.5	7.8	14	31.81
172.4	156.8	4.1	14	29.75
173.5	164.8	6.5	14	33.01
167	164	7.9	14	32.9
173.8	172.3	9.7	14	29.55
190.3	166.6	9.9	14	19.42
250	191.8	5.3	14	24.66
213.5	159.2	11.7	14	29.59
194.7	170.2	7.5	14	24.28
251.4	192.9	5.8	14	20.73
165	163.8	0	28	26.2
165	175.1	8.1	28	46.39
178	179.9	3.6	28	39.16
167.4	175.5	7.8	28	41.2
172.4	156.8	4.1	28	33.69
173.5	164.8	6.5	28	38.2
167	164	7.9	28	41.41
173.8	172.3	9.7	28	37.81
190.3	166.6	9.9	28	24.85
250	191.8	5.3	28	27.22
213.5	159.2	11.7	28	44.64
194.7	170.2	7.5	28	37.27
251.4	192.9	5.8	28	33.27
165	163.8	0	56	36.56
165	175.1	8.1	56	53.72
178	179.9	3.6	56	48.59
167.4	175.5	7.8	56	51.72
172.4	156.8	4.1	56	35.85
173.5	164.8	6.5	56	53.77
167	164	7.9	56	53.46
173.8	172.3	9.7	56	48.99
190.3	166.6	9.9	56	31.72
250	191.8	5.3	56	39.64
213.5	159.2	11.7	56	51.26
194.7	170.2	7.5	56	43.39
251.4	192.9	5.8	56	39.27
165	163.8	0	100	37.96
165	175.1	8.1	100	55.02
178	179.9	3.6	100	49.99
167.4	175.5	7.8	100	53.66
172.4	156.8	4.1	100	37.68
173.5	164.8	6.5	100	56.06
167	164	7.9	100	56.81
173.8	172.3	9.7	100	50.94
190.3	166.6	9.9	100	33.56
250	191.8	5.3	100	41.16
213.5	159.2	11.7	100	52.96
194.7	170.2	7.5	100	44.28
251.4	192.9	5.8	100	40.15
446	162	11.6	28	57.03
446	162	11.6	28	44.42
446	162	11.6	28	51.02
446	162	10.3	28	53.39
446	162	11.6	3	35.36
446	162	11.6	3	25.02
446	162	11.6	3	23.35
446	162	11.6	7	52.01
446	162	11.6	7	38.02
446	162	11.6	7	39.3
446	162	11.6	56	61.07
446	162	11.6	56	56.14
446	162	11.6	56	55.25
446	162	10.3	56	54.77
387	157	14.3	28	50.24
387	157	13.9	28	46.68
387	157	11.6	28	46.68
387	157	14.3	3	22.75
387	157	13.9	3	25.51
387	157	11.6	3	34.77
387	157	14.3	7	36.84
387	157	13.9	7	45.9
387	157	11.6	7	41.67
387	157	14.3	56	56.34
387	157	13.9	56	47.97
387	157	11.6	56	61.46
355	145	13.1	28	44.03
355	145	12.3	28	55.45
491	210	3.9	28	55.55
491	201	3.9	28	57.92
491	210	3.9	3	25.61
491	210	3.9	7	33.49
491	210	3.9	56	59.59
491	201	3.9	3	29.55
491	201	3.9	7	37.92
491	201	3.9	56	61.86
424	178	8.5	28	62.05
424	178	8.5	3	32.01
424	168	8.9	28	72.1
424	178	8.5	7	39
424	178	8.5	56	65.7
424	168	8.9	3	32.11
424	168	8.9	7	40.29
424	168	8.9	56	74.36
202	206	1.7	28	21.97
202	206	1.7	3	9.85
202	206	1.7	7	15.07
202	206	1.7	56	23.25
284	179	5.5	28	43.73
284	179	5.5	3	13.4
284	179	5.5	7	24.13
284	179	5.5	56	44.52
359	154	10.9	28	62.94
359	154	10.9	28	59.49
359	154	10.9	3	25.12
359	154	10.9	3	23.64
359	154	10.9	7	35.75
359	154	10.9	7	38.61
359	154	10.9	56	68.75
359	154	10.9	56	66.78
436	218	0	28	23.85
289	192	0	90	32.07
289	192	0	3	11.65
393	192	0	3	19.2
393	192	0	90	48.85
393	192	0	28	39.6
480	192	0	28	43.94
480	192	0	7	34.57
480	192	0	90	54.32
480	192	0	3	24.4
333	192	0	3	15.62
255	192	0	90	21.86
255	192	0	7	10.22
289	192	0	7	14.6
255	192	0	28	18.75
333	192	0	28	31.97
333	192	0	7	23.4
289	192	0	28	25.57
333	192	0	90	41.68
393	192	0	7	27.74
255	192	0	3	8.2
158.8	185.7	0	7	9.62
239.6	185.7	0	7	25.42
238.2	185.7	0	7	15.69
181.9	185.7	0	28	27.94
193.5	185.7	0	28	32.63
255.5	185.7	0	7	17.24
272.8	185.7	0	7	19.77
239.6	185.7	0	28	39.44
220.8	185.7	0	28	25.75
397	185.7	0	28	33.08
382.5	185.7	0	7	24.07
210.7	185.7	0	7	21.82
158.8	185.7	0	28	21.07
295.8	185.7	0	7	14.84
255.5	185.7	0	28	32.05
203.5	185.7	0	7	11.96
397	185.7	0	7	25.45
381.4	185.7	0	28	22.49
295.8	185.7	0	28	25.22
228	185.7	0	28	39.7
220.8	185.7	0	7	13.09
316.1	185.7	0	28	38.7
135.7	185.7	0	7	7.51
238.1	185.7	0	28	17.58
339.2	185.7	0	7	21.18
135.7	185.7	0	28	18.2
193.5	185.7	0	7	17.2
203.5	185.7	0	28	22.63
290.2	185.7	0	7	21.86
181.9	185.7	0	7	12.37
170.3	185.7	0	28	25.73
210.7	185.7	0	28	37.81
228	185.7	0	7	21.92
290.2	185.7	0	28	33.04
381.4	185.7	0	7	14.54
238.2	185.7	0	28	26.91
186.2	185.7	0	7	8
339.2	185.7	0	28	31.9
238.1	185.7	0	7	10.34
252.5	185.7	0	28	19.77
382.5	185.7	0	28	37.44
252.5	185.7	0	7	11.48
316.1	185.7	0	7	24.44
186.2	185.7	0	28	17.6
170.3	185.7	0	7	10.73
272.8	185.7	0	28	31.38
339	197	0	3	13.22
339	197	0	7	20.97
339	197	0	14	27.04
339	197	0	28	32.04
339	197	0	90	35.17
339	197	0	180	36.45
339	197	0	365	38.89
236	194	0	3	6.47
236	194	0	14	12.84
236	194	0	28	18.42
236	194	0	90	21.95
236	193	0	180	24.1
236	193	0	365	25.08
277	191	0	14	21.26
277	191	0	28	25.97
277	191	0	3	11.36
277	191	0	90	31.25
277	191	0	180	32.33
277	191	0	360	33.7
254	198	0	3	9.31
254	198	0	90	26.94
254	198	0	180	27.63
254	198	0	365	29.79
307	193	0	180	34.49
307	193	0	365	36.15
307	193	0	3	12.54
307	193	0	28	27.53
307	193	0	90	32.92
236	193	0	7	9.99
200	180	0	7	7.84
200	180	0	28	12.25
225	181	0	7	11.17
225	181	0	28	17.34
325	184	0	7	17.54
325	184	0	28	30.57
275	183	0	7	14.2
275	183	0	28	24.5
300	184	0	7	15.58
300	184	0	28	26.85
375	186	0	7	26.06
375	186	0	28	38.21
400	187	0	28	43.7
400	187	0	7	30.14
250	182	0	7	12.73
250	182	0	28	20.87
350	186	0	7	20.28
350	186	0	28	34.29
203.5	203.5	0	7	19.54
250.2	203.5	0	90	47.71
157	192	0	90	43.38
141.3	203.5	0	28	29.89
166.8	203.5	0	3	6.9
122.6	203.5	0	90	33.19
183.9	203.5	0	3	4.9
102	192	0	3	4.57
102	192	0	90	25.46
122.6	203.5	0	28	24.29
166.8	203.5	0	28	33.95
200	192	0	3	11.41
108.3	203.5	0	28	20.59
305.3	203.5	0	7	25.89
108.3	203.5	0	90	29.23
116	192	0	90	31.02
141.3	203.5	0	7	10.39
157	192	0	28	33.66
133	192	0	28	27.87
250.2	203.5	0	7	19.35
173	192	0	7	11.39
192	192	0	3	12.79
192	192	0	28	39.32
153	192	0	3	4.78
288	192	0	3	16.11
305.3	203.5	0	28	43.38
236	192	0	7	20.42
173	192	0	3	6.94
212	203.5	0	7	15.03
236	192	0	3	13.57
183.9	203.5	0	90	32.53
166.8	203.5	0	7	15.75
102	192	0	7	7.68
288	192	0	28	38.8
212	203.5	0	28	33
102	192	0	28	17.28
173	192	0	28	24.28
183.9	203.5	0	28	24.05
133	192	0	90	36.59
192	192	0	90	50.73
133	192	0	7	13.66
305.3	203.5	0	3	14.14
236	192	0	90	47.78
108.3	203.5	0	3	2.33
157	192	0	7	16.89
288	192	0	7	23.52
212	203.5	0	3	6.81
212	203.5	0	90	39.7
153	192	0	28	17.96
236	192	0	28	32.88
116	192	0	28	22.35
183.9	203.5	0	7	10.79
108.3	203.5	0	7	7.72
203.5	203.5	0	28	41.68
203.5	203.5	0	3	9.56
